7.917614653706550598e-03,-1.695018261671066284e-01,7.834310829639434814e-02,-1.395743131637573242e+00,-1.544341444969177246e-02,-2.973485946655273438e+00,4.367724061012268066e-02
2.438605576753616333e-01,-6.979354023933410645e-01,3.399006128311157227e-01,-1.307098507881164551e+00,-3.186258487403392792e-03,-2.164269447326660156e+00,2.728174626827239990e-02
3.271475434303283691e-02,-4.963244795799255371e-01,5.409685373306274414e-01,-1.419900298118591309e+00,2.687782980501651764e-03,-2.991755485534667969e+00,6.486653536558151245e-02
1.103336066007614136e-01,-5.003500580787658691e-01,4.967097342014312744e-01,-1.411658167839050293e+00,-3.178161382675170898e-02,-3.026091337203979492e+00,7.530067116022109985e-02
3.575203120708465576e-01,-4.506050050258636475e-01,6.971326470375061035e-01,-1.298226475715637207e+00,-1.141174137592315674e-02,-5.952998399734497070e-01,1.127456799149513245e-01
9.819814562797546387e-02,-5.708513855934143066e-01,4.222042858600616455e-01,-1.376807093620300293e+00,-2.997648343443870544e-02,-3.021736145019531250e+00,7.017834484577178955e-02
1.968076378107070923e-01,-5.540353655815124512e-01,5.077350735664367676e-01,-1.340708732604980469e+00,-3.242765739560127258e-02,-3.066401958465576172e+00,7.384169846773147583e-02
8.194971829652786255e-02,-6.283922195434570312e-01,4.120846986770629883e-01,-1.340435981750488281e+00,-1.014249026775360107e-02,-3.027930498123168945e+00,7.389339804649353027e-02
1.524467617273330688e-01,-5.550399422645568848e-01,4.293529093265533447e-01,-1.324398994445800781e+00,-2.508815377950668335e-03,-2.960494279861450195e+00,5.586744472384452820e-02
1.398235410451889038e-01,-5.760633349418640137e-01,3.565158545970916748e-01,-1.423489451408386230e+00,-3.710195794701576233e-02,-3.074792146682739258e+00,3.785024955868721008e-02
-1.518561840057373047e-01,-6.808006763458251953e-01,4.540564119815826416e-01,-1.299480319023132324e+00,-6.175649538636207581e-02,-3.038150072097778320e+00,8.271982520818710327e-02
2.691785693168640137e-01,-6.092141270637512207e-01,3.929157555103302002e-01,-1.395357370376586914e+00,2.519390545785427094e-03,-3.074765205383300781e+00,7.969103008508682251e-02
7.255699485540390015e-02,-6.700865030288696289e-01,3.462059795856475830e-01,-1.330178737640380859e+00,-5.848369374871253967e-02,-2.971457958221435547e+00,6.159840151667594910e-02
1.690899282693862915e-01,-5.909177064895629883e-01,3.235429525375366211e-01,-1.404704570770263672e+00,-3.786052390933036804e-02,-2.970798730850219727e+00,5.883498117327690125e-02
1.155027300119400024e-01,-5.679006576538085938e-01,3.316509127616882324e-01,-1.491076231002807617e+00,-1.223135739564895630e-03,-3.045937538146972656e+00,8.092284947633743286e-02
2.966737151145935059e-01,-6.368716359138488770e-01,3.027620315551757812e-01,-1.407248497009277344e+00,-5.011394619941711426e-03,-3.041223049163818359e+00,3.368918970227241516e-02
